Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:0791ec0a-63f5-401b-b228-88c4a3cb2676	2000413712	Thu Feb 03 2011 10:14:53 GMT-0500 (EST)	legnav	6	CBC take note  I am thankful I have a PVR. Since I got my PVR  I never watch Cherry's corner or any of the commercials associated with that intermission. I am in total agreement with the comments that he never did anything in Hockey, he was a buffon, mugger, dirty player, fighter, loudmouth, ignorant racist in his AHL carreer and on his Corner segment. In his NHL carreer he still must have dreams of Guy Lafleur and the chants of Guy, Guy, Guy ringing through his senile mind. He has become a broken record and a dinosaur who needs to be put to pasture.  Again CBC take note  .I am thanful I have a PVR and I never have to watch the Hotstove or its commercials associated with that segment because of Milbury, who appears to be the heir apparent to the Coach's corner. It makes sense one racist dinosaur for another.  I used to love the Hotstove portion of the show, but since Milbury was put on it and who is a dinosaur, a buffon and  a loudmouth  ignorant racist, I never watch the show any longer. The only thing I can remember about MIlbury is illogical loud senseless rants on the show. In the NHL? He is noted for going into the stands and beating a fan up with a shoe. He actually used the fan's shoe. What a Wacko, then and now. As GM? Forget about it (SEE NYI) ! !  CBC take note:  Cherr(idiot # 1) = Milbury(Idiot # 2) = Mistake = Bad for Business Get rid of Cherry and Milbury they are already past their due date.  You have a great start with LeBrun and Francis, they should be your focus not Idiot #1 and Idiot # 2.
CommentKey:3ac30af0-390b-4586-9a84-f5a3440718ee	2000413712	Thu Feb 03 2011 10:17:25 GMT-0500 (EST)	RolandW	1	Okay, CBC, this story isn't news anymore, time to move on with this one...
CommentKey:ae8a65e8-4e73-4e9b-be08-c8d2d79e6201	2000413712	Thu Feb 03 2011 10:17:47 GMT-0500 (EST)	cheswick	8	Not too sure why the majority of posters are beratting Cherry for saying: " "I was very disappointed in the thing. Coaching is hard enough without getting polls like that, that's the way I [think]."   He's not even defending Wilson simply saying he doesn't agree with such a poll. All these ad hominem arguments are pointless. And no I'm not Leafs fan or a fan of Don Cherry really.
CommentKey:f9bda596-1147-4308-82b3-09f609c81e53	2000413712	Thu Feb 03 2011 10:20:41 GMT-0500 (EST)	d.j.p.p.	7	no surprise here, one bad coach trying to protect another bad coach.
CommentKey:bf11d990-51f3-4b4b-90e6-1c319979d326	2000413712	Thu Feb 03 2011 10:24:59 GMT-0500 (EST)	drwigs	3	To all you haters: Typical Canadians pulling their own back down to the bottom of the pile.   Why do we find it so hard to let people be what they are and not resent them for it?  Its why if you want to be a success you have to go to the US.  There is a joke about 2 pails of lobsters one is American lobsters and the others are Canadians.  Only the pail with American lobsters needs a lid on it since the Canadain lobsters pulls any lobster that is about to climb out back down.   We don't have to like or agree with anothers success just let them have it.
CommentKey:3c27fd05-5aae-43a7-89ec-13398f694b51	2000413712	Thu Feb 03 2011 10:27:43 GMT-0500 (EST)	Prowlax	4	Although I find both Don Cherry and Bob McKenzie are a couple of the biggest buffoons to listen to during game commentaries at least Cherry played and coached. Given Cherry's oftentimes pointless rants and biased/slanted views on certain topics, however, I find it insulting that my taxes are paying this loudmouth's salary via the CBC.
CommentKey:2c0b1816-3f31-463e-b100-ef17a3215b6d	2000413712	Thu Feb 03 2011 10:43:16 GMT-0500 (EST)	TylerD	4	Cherry sure is becoming an anomoly.  He slanders Wilson every chance he gets and now defending him?  The reason why Wilson isn't liked is because he is a tool and the players have made it clear they don't like him.  This is common knowledge.  There will be NO relief in Toronto until Wilson and Burke are gone.  They accomplished nothing on the other respective teams they were involved in and TO fans are doomed to these two clowns.
CommentKey:5ef2fdcd-a204-4db7-93e4-bd852d7824c7	2000413712	Thu Feb 03 2011 10:46:50 GMT-0500 (EST)	spaverfriend	3	So much disdain and emotion for someone you do not know personally....  whew - am I ever glad I don't have to watch any of you on my tv every Saturday night for 4 minutes... then again, it is just so much easier to sit faceless behind the computer and rant - isn't it?
CommentKey:2685bf65-6612-4123-980c-70937ab9272e	2000413712	Thu Feb 03 2011 10:55:43 GMT-0500 (EST)	GroverSpacenut	6	I blame the owners for what's been happening with the Leafs. They've been making far too much money on merchandise licensing and TV rights to care about the crappy product they've been putting out. Leafs fans need to stop buying the tickets and the jerseys and change the channel before the owners will notice, if they'll even notice then. Forty-three years is an awfully long free ride.
CommentKey:5c5cf6f4-7481-43be-b0ed-c91e23be0881	2000413712	Thu Feb 03 2011 11:02:01 GMT-0500 (EST)	Philip Square	1	There are some active and retired coaches around the NHL whose careers were associated with winners.  And many who were tied to losers.
CommentKey:8d0c7783-e4dd-49d4-af56-193e055ee8d3	2000413712	Thu Feb 03 2011 11:17:52 GMT-0500 (EST)	onemoreliar	3	Wilson and the owner have been hurting Leafs play for years. All they care is money and coach's salary.  Bring Canadian coach and Canadian investors to Leafs. US business and their hockey ignorance will only further hurt Canadian hockey.
CommentKey:92f8a954-3213-44fc-913e-3df81cddedf4	2000413712	Thu Feb 03 2011 11:19:55 GMT-0500 (EST)	James: Part II	3	He's designed to entertain, not enlighten. I do believe HNIC intermissions need an over haul with the exception of McLean, Lebrun and Stock. Francis, Milbury are too confrontational and not viewer friendly. Time for a shake up and Don should be the first to go. Coaches Corner had its day a long time ago time now for CBC to come with new ideas to keep us wanting to watch the intermissions...not like now, where the tv is flipped to another game.
CommentKey:cb36e4e3-a335-4e70-8489-6c47373569a0	2000413712	Thu Feb 03 2011 11:46:26 GMT-0500 (EST)	totally	6	It is hard to like Ron Wilson, that's for sure. I don't understand people not liking Cherry. He's a good person who cares about his country and his country's game. He says things that have truth in them, and I guess that bothers some. I don't agree with some of his views, but he does understand the game of hockey more than any of you. He is so nice when you meet him.
CommentKey:128e5d95-a435-4eeb-8178-2c1854972810	2000413712	Thu Feb 03 2011 11:57:50 GMT-0500 (EST)	R. Serafini	2	TML is an embarressment to Toronto and to Hockey ...The player's have spoken...since the fans here aren t smart enough to establish that on their own..
CommentKey:09e6d4a2-89f1-499a-8941-8759c652fceb	2000413712	Thu Feb 03 2011 12:01:09 GMT-0500 (EST)	Les And	2	What did you expect from this idiot.  He loves anything that happen in Toronto.
CommentKey:d07304cb-f7e4-4d20-a1e3-365466536448	2000413712	Thu Feb 03 2011 12:04:30 GMT-0500 (EST)	Les And	4	I really do feel sorry for the people of Toronto.  Look what they have to cheer about:   Argos,  Blue Jays  Raptors  Maple Leafs   Ignatieff   Every one of them sitting at the bottom of the standings.
CommentKey:d125178f-3f8f-4ea1-84e7-08d4ed93ca7a	2000413712	Thu Feb 03 2011 12:08:32 GMT-0500 (EST)	NorthernThunder	2	It's no surprise Cherry would defend the least popular coach. They can relate.
CommentKey:a008b354-77d5-4e1f-9cdc-d8441ad1c72f	2000413712	Thu Feb 03 2011 12:22:07 GMT-0500 (EST)	NukesofHazzard	4	The NHL really made themselves look bad this allstar weekend.  The whole player selection nonsense and then that ridiculous poll.  Whoever came up with these ideas should be fired.  No other league pull such mikey mouse moves.
CommentKey:7372a37a-2b75-43a9-bc0d-e08fae01762a	2000413712	Thu Feb 03 2011 12:34:23 GMT-0500 (EST)	oldtymedet	1	Sorry to chime in, but aren't the Leafs owned by the Ontario Teachers?  Beiing an American CBC viewer, and hockey tourist; it shocked me in seeing the difference between my experience at a Leafs preseason game, a Marlies regular season game, and a Blue Jays game.  Leafs preseason, almost $150 for a single seat with a disinterested crowd (they played the Habs, not the Thrashers).  Marlies, $40 bucks for a bad seat, maybe 900 fans in the seats.  A kid from LA had three goals, never saw him dress for the Leafs (but I did get a blue puck). Blue Jays - Tigers : about 14,000 fans for an April game, the guy next to me knew and was happy to talk baseball, and I got a seat in home run territory for about $25.  The Jays still send me offers on tickets and hotels, and it's been a few years.  Bottom line, the coach is a symptom.  Your problem is the brain trust that's running the show.
CommentKey:69e97df1-11a0-4145-826a-966b4879586a	2000413712	Thu Feb 03 2011 13:09:20 GMT-0500 (EST)	dennismckeown	1	I wonder when Harper, makes Cherry a senator, if they will still allow him to wear his Howdy Dutty suits.
CommentKey:5580f0fb-a41c-4157-8fca-156b3a13257e	2000413712	Thu Feb 03 2011 13:11:26 GMT-0500 (EST)	dennismckeown	1	I wonder when Harper, makes Cherry a senator, if they will still allow him to wear his Howdy Dutty suits.
CommentKey:37997cc9-9973-418e-90d1-c4583bc30431	2000413712	Thu Feb 03 2011 13:12:01 GMT-0500 (EST)	dennismckeown	2	I wonder when Harper, makes Cherry a senator, if they will still allow him to wear his Howdy Dutty suits.
CommentKey:e2464d3b-ec35-498d-acca-a480c808caf3	2000413712	Thu Feb 03 2011 16:02:37 GMT-0500 (EST)	blueliner	0	Cherry for bettman's job. Someone who calls it like they see it  and tells it like it is. Cherry would fix the league..No doubt here.
CommentKey:e6091380-3115-49c0-af3b-f429a2931ee2	2000413712	Thu Feb 03 2011 16:28:08 GMT-0500 (EST)	Do Sumpin	0	dennismckeown, a person who will not tolerate someone giving their opinion hiring someone who will not stop giving their opinion.  Hmm. See "quagmire".
CommentKey:d1704224-c338-44ba-8bd1-54f59f2cf34b	2000413712	Thu Feb 03 2011 16:45:07 GMT-0500 (EST)	Do Sumpin	0	onemoreliar wrote:  "Wilson and the owner have been hurting Leafs play for years. All they care is money and coach's salary.  Bring Canadian coach and Canadian investors to Leafs. US business and their hockey ignorance will only further hurt Canadian hockey."  **AHEM** "their hockey ignorance"?? Wilson was born in Windsor, Ontario and reaised in Fort Erie, Ontario. MLSE is owned by the Ontario Teacher's Pension Fund. Are you in anyway capable of drawing a connection between Ontario and Canada? Can name any provinces with more than 35% of the country's population?  Please tell us exactly how the owners have hurt the team's "play for years".
CommentKey:0eaadfc6-f9b6-4357-b53b-faf76d5facba	2000413712	Thu Feb 03 2011 17:44:41 GMT-0500 (EST)	Eliza Doolittle	0	Ron Wilson is a complaining whiner who has nothing good to say about his team. Any coach who would say, "the turning point in the game was the opening face-off" is a jerk and doesn't deserve to be a coach.   Maybe the losing streak the Leafs continually suffer (while being the winningest franchise in the NHL . . . go figure) is because of his verbal abuse and he creates low morale in the process.   Don Cherry supporting Wilson is perfect. It's good that these people find each other. Too bad they didn't have their own pay per view network so the rest of us don't have to listen to them.   Good bye Ron Wilson, anytime is a good time as far as I'm concerned.

